-3.0360003,4.1530504,7.5019503,0.3102,-0.519475,-0.693275
-2.8159502,5.1130505,8.03205,0.3102,-0.519475,-0.693275
-2.8159502,5.1130505,8.03205,0.3091,-0.4972,-0.557975
-2.6530502,5.031,8.971951,0.3091,-0.4972,-0.557975
-2.6530502,5.031,8.971951,0.201575,-0.4651625,-0.6815875
-2.8570502,4.7629504,7.9170003,0.201575,-0.4651625,-0.6815875
-2.8570502,4.7629504,7.9170003,-0.0050875,-0.2627625,-0.777425
-1.84905,3.9589503,9.411,-0.0050875,-0.2627625,-0.777425
-1.84905,3.9589503,9.411,-0.137225,-0.656975,-0.9585125
-0.65400004,3.6550503,9.564,-0.137225,-0.656975,-0.9585125
-0.65400004,3.6550503,9.564,0.2484625,-0.2553375,-0.779625
-0.07005,4.1740503,8.23995,0.2484625,-0.2553375,-0.779625
-0.07005,4.1740503,8.23995,0.6436375,-0.74855,-0.8936125
-1.695,4.4160004,7.9789505,0.6436375,-0.74855,-0.8936125
-1.695,4.4160004,7.9789505,-0.1511125,-0.2883375,-0.7497875
-1.3630501,4.9090505,8.002951,-0.1511125,-0.2883375,-0.7497875
-1.3630501,4.9090505,8.002951,0.32835,-0.486475,-0.9266125
-1.6309501,4.6200004,7.9020004,0.32835,-0.486475,-0.9266125
-1.6309501,4.6200004,7.9020004,0.047025,-0.404525,-1.09065
-2.4760501,4.7200503,8.047951,0.047025,-0.404525,-1.09065
-2.4760501,4.7200503,8.047951,-0.1500125,-0.1925,-0.9372
-2.7250502,4.9240503,8.44305,-0.1500125,-0.1925,-0.9372
-2.7250502,4.9240503,8.44305,0.116325,-0.3320625,-0.48455
-2.538,4.99095,8.7310505,0.116325,-0.3320625,-0.48455
-2.538,4.99095,8.7310505,0.1461625,-0.57805,-0.424875
-2.29605,4.9399505,9.436951,0.1461625,-0.57805,-0.424875
-2.29605,4.9399505,9.436951,0.09075,-0.4566375,-0.578325
-1.7190001,3.5370002,11.035951,0.09075,-0.4566375,-0.578325
-1.7190001,3.5370002,11.035951,0.1216875,-0.013475,-0.2448875
-2.667,2.9890501,7.85895,0.1216875,-0.013475,-0.2448875
-2.667,2.9890501,7.85895,0.8045125,-0.2990625,-0.0306625
-1.4580001,3.4729502,8.23695,0.8045125,-0.2990625,-0.0306625
-1.4580001,3.4729502,8.23695,0.4444,-0.4651625,-0.11275
-1.4770501,3.72705,8.20905,0.4444,-0.4651625,-0.11275
-1.4770501,3.72705,8.20905,-0.3971,0.0078375,-0.3194125
-2.8590002,4.34205,8.48595,-0.3971,0.0078375,-0.3194125
-2.8590002,4.34205,8.48595,-0.17875,0.0056375,-0.3779875
-2.42595,4.7130003,8.6640005,-0.17875,0.0056375,-0.3779875
-2.42595,4.7130003,8.6640005,0.4560875,0.037675,-0.1628
-2.7850502,4.9570503,7.5409503,0.4560875,0.037675,-0.1628
-2.7850502,4.9570503,7.5409503,0.368775,-0.3587375,-0.2597375
-1.9440001,4.76805,8.628,0.368775,-0.3587375,-0.2597375
-1.9440001,4.76805,8.628,0.0055,-0.3053875,-0.291775
-1.3939501,4.701,8.84595,0.0055,-0.3053875,-0.291775
-1.3939501,4.701,8.84595,-0.205425,-0.7123875,-0.2278375
