0.147,7.2649503,6.98505,-0.0551375,0.003575,0.02145
0.058950003,7.3900504,6.57105,-0.0551375,0.003575,0.02145
0.058950003,7.3900504,6.57105,0.0396,0.0121,0.0501875
0.25995,7.3440003,6.6259503,0.0396,0.0121,0.0501875
0.25995,7.3440003,6.6259503,-0.014712499,-0.014575,0.0331375
0.30795002,7.3060503,6.6600003,-0.014712499,-0.014575,0.0331375
0.30795002,7.3060503,6.6600003,0.0801625,0.0215875,0.028875
0.09900001,7.557,6.16905,0.0801625,0.0215875,0.028875
0.09900001,7.557,6.16905,0.0864875,0.120725,0.0023375
-0.70395005,6.7549505,5.18205,0.0864875,0.120725,0.0023375
-0.70395005,6.7549505,5.18205,-0.85525,0.7555625,-0.0903375
-0.30705002,5.544,16.92795,-0.85525,0.7555625,-0.0903375
-0.30705002,5.544,16.92795,1.1347874,-2.2452376,-0.6378625
7.6650004,10.28205,-10.474951,1.1347874,-2.2452376,-0.6378625
7.6650004,10.28205,-10.474951,1.8814125,2.918025,1.060125
-1.4100001,1.15995,-4.5870004,1.8814125,2.918025,1.060125
-1.4100001,1.15995,-4.5870004,-6.7087626,3.5572624,-2.8994625
-9.4810505,-1.9249501,35.773052,-6.7087626,3.5572624,-2.8994625
-9.4810505,-1.9249501,35.773052,0.4742375,0.29865,0.2644125
-4.329,6.0370502,2.2420502,0.4742375,0.29865,0.2644125
-4.329,6.0370502,2.2420502,3.5838,-2.23135,2.4237125
10.1959505,6.8610005,-8.004001,3.5838,-2.23135,2.4237125
10.1959505,6.8610005,-8.004001,0.86625,3.4816375,0.1439625
-11.703001,-3.25395,8.223001,0.86625,3.4816375,0.1439625
-11.703001,-3.25395,8.223001,-5.30695,1.079375,-4.5282874
-12.12705,-0.25605002,26.341951,-5.30695,1.079375,-4.5282874
-12.12705,-0.25605002,26.341951,4.1685877,-2.378475,0.7277875
3.62805,6.6979504,-7.4170504,4.1685877,-2.378475,0.7277875
3.62805,6.6979504,-7.4170504,3.9843376,1.122,2.778325
4.9620004,4.92105,-10.434001,3.9843376,1.122,2.778325
4.9620004,4.92105,-10.434001,-3.0347624,2.76045,-2.94635
-18.823051,-2.0020502,31.447052,-3.0347624,2.76045,-2.94635
-18.823051,-2.0020502,31.447052,-3.1317,-2.023725,-0.9926125
-8.02995,3.9589503,4.4620504,-3.1317,-2.023725,-0.9926125
-8.02995,3.9589503,4.4620504,5.1635375,-1.6753,2.9041374
9.987,8.685,-12.142951,5.1635375,-1.6753,2.9041374
9.987,8.685,-12.142951,0.15675,1.7217749,-0.272525
-8.526,-2.265,5.81895,0.15675,1.7217749,-0.272525
-8.526,-2.265,5.81895,-4.9638877,1.7004625,-4.0489626
-13.032001,-0.08595,27.396002,-4.9638877,1.7004625,-4.0489626
-13.032001,-0.08595,27.396002,2.3672,-0.8221125,1.0995874
